,name,number,year,sex
1,maria,8838,2002,F
2,lucia,7712,2002,F
3,paula,5956,2002,F
4,laura,5544,2002,F
5,marta,4644,2002,F
6,alba,4622,2002,F
7,andrea,4446,2002,F
8,sara,3521,2002,F
9,ana,3388,2002,F
10,nerea,3183,2002,F
11,claudia,2935,2002,F
12,marina,2633,2002,F
13,cristina,2621,2002,F
14,elena,2420,2002,F
15,irene,2324,2002,F
16,natalia,2290,2002,F
17,carla,2194,2002,F
18,carmen,2050,2002,F
19,nuria,1861,2002,F
20,ainhoa,1641,2002,F
21,patricia,1592,2002,F
22,julia,1581,2002,F
23,rocio,1513,2002,F
24,angela,1509,2002,F
25,sandra,1473,2002,F
26,raquel,1437,2002,F
27,sofia,1404,2002,F
28,alicia,1242,2002,F
29,noelia,1225,2002,F
30,clara,1220,2002,F
31,alejandra,1159,2002,F
32,miriam,1156,2002,F
33,eva,1146,2002,F
34,isabel,1134,2002,F
35,silvia,1123,2002,F
36,celia,1088,2002,F
37,lorena,1081,2002,F
38,ines,1070,2002,F
39,beatriz,905,2002,F
40,mireia,880,2002,F
41,laia,875,2002,F
42,lidia,871,2002,F
43,carlota,846,2002,F
44,blanca,836,2002,F
45,adriana,801,2002,F
46,ariadna,794,2002,F
47,carolina,781,2002,F
48,anna,778,2002,F
49,monica,744,2002,F
50,ana maria,734,2002,F
51,veronica,677,2002,F
52,aitana,675,2002,F
53,victoria,662,2002,F
54,esther,659,2002,F
55,judith,618,2002,F
56,gisela,611,2002,F
57,lara,554,2002,F
58,sonia,553,2002,F
59,mar,544,2002,F
60,daniela,531,2002,F
61,aida,514,2002,F
62,emma,514,2002,F
63,aroa,507,2002,F
64,belen,499,2002,F
65,helena,492,2002,F
66,aina,488,2002,F
67,leire,486,2002,F
68,teresa,479,2002,F
69,ainara,470,2002,F
70,judit,451,2002,F
71,paola,442,2002,F
72,yaiza,440,2002,F
73,sheila,435,2002,F
74,maria del carmen,429,2002,F
75,noemi,412,2002,F
76,berta,410,2002,F
77,fatima,409,2002,F
78,naiara,409,2002,F
79,ainoa,406,2002,F
80,maria jose,400,2002,F
81,gema,395,2002,F
82,paloma,394,2002,F
83,rebeca,387,2002,F
84,tania,387,2002,F
85,zaira,385,2002,F
86,ane,383,2002,F
87,erika,383,2002,F
88,martina,354,2002,F
89,susana,348,2002,F
90,elisa,347,2002,F
91,alba maria,346,2002,F
92,salma,343,2002,F
93,candela,338,2002,F
94,pilar,337,2002,F
95,valeria,330,2002,F
96,nadia,328,2002,F
97,estela,325,2002,F
98,jennifer,303,2002,F
99,irati,299,2002,F
100,inmaculada,296,2002,F
101,gabriela,291,2002,F
102,diana,290,2002,F
103,virginia,290,2002,F
104,iria,282,2002,F
105,lydia,278,2002,F
106,saray,269,2002,F
107,jessica,267,2002,F
108,gemma,265,2002,F
109,almudena,263,2002,F
110,gloria,262,2002,F
111,alexia,261,2002,F
112,amanda,260,2002,F
113,estefania,255,2002,F
114,carmen maria,254,2002,F
115,maria del mar,254,2002,F
116,nora,253,2002,F
117,alexandra,248,2002,F
118,desiree,247,2002,F
119,mariona,247,2002,F
120,rosa,246,2002,F
121,olga,245,2002,F
122,manuela,244,2002,F
123,yolanda,244,2002,F
124,nayara,241,2002,F
125,leyre,239,2002,F
126,barbara,235,2002,F
127,elsa,234,2002,F
128,iris,233,2002,F
129,ana isabel,229,2002,F
130,ruth,225,2002,F
131,mercedes,221,2002,F
132,ana belen,219,2002,F
133,lola,219,2002,F
134,isabel maria,213,2002,F
135,mireya,210,2002,F
136,soraya,209,2002,F
137,luna,208,2002,F
138,maria isabel,208,2002,F
139,yasmina,202,2002,F
140,jimena,201,2002,F
141,noa,201,2002,F
142,vanesa,199,2002,F
143,eva maria,195,2002,F
144,itziar,193,2002,F
145,cecilia,192,2002,F
146,antia,191,2002,F
147,neus,191,2002,F
148,aurora,190,2002,F
149,vanessa,188,2002,F
150,maider,186,2002,F
159,lucia,9035,2003,F
160,maria,8709,2003,F
161,paula,7003,2003,F
162,laura,5451,2003,F
163,marta,4608,2003,F
164,andrea,4487,2003,F
165,alba,4321,2003,F
166,sara,3314,2003,F
167,claudia,3285,2003,F
168,ana,3157,2003,F
169,nerea,3102,2003,F
170,carla,2592,2003,F
171,elena,2407,2003,F
172,cristina,2390,2003,F
173,ainhoa,2218,2003,F
174,natalia,2204,2003,F
175,marina,2193,2003,F
176,irene,2180,2003,F
177,carmen,2081,2003,F
178,nuria,1733,2003,F
179,julia,1723,2003,F
180,angela,1593,2003,F
181,sofia,1547,2003,F
182,rocio,1511,2003,F
183,sandra,1395,2003,F
184,alejandra,1370,2003,F
185,noelia,1362,2003,F
186,patricia,1314,2003,F
187,raquel,1285,2003,F
188,clara,1279,2003,F
189,celia,1187,2003,F
190,alicia,1158,2003,F
191,ines,1123,2003,F
192,miriam,1121,2003,F
193,silvia,1120,2003,F
194,isabel,1071,2003,F
195,eva,1058,2003,F
196,lorena,982,2003,F
197,laia,945,2003,F
198,beatriz,889,2003,F
199,carlota,852,2003,F
200,carolina,830,2003,F
201,daniela,828,2003,F
202,lidia,796,2003,F
203,blanca,790,2003,F
204,ariadna,773,2003,F
205,adriana,742,2003,F
206,anna,740,2003,F
207,monica,724,2003,F
208,aitana,723,2003,F
209,mireia,722,2003,F
210,judith,721,2003,F
211,ainara,655,2003,F
212,ana maria,640,2003,F
213,lara,609,2003,F
214,victoria,608,2003,F
215,mar,594,2003,F
216,naiara,576,2003,F
217,candela,569,2003,F
218,esther,566,2003,F
219,aroa,548,2003,F
220,paola,546,2003,F
221,aina,545,2003,F
222,teresa,544,2003,F
223,sonia,536,2003,F
224,emma,527,2003,F
225,leire,518,2003,F
226,veronica,491,2003,F
227,aida,474,2003,F
228,belen,469,2003,F
229,yaiza,466,2003,F
230,sheila,458,2003,F
231,gisela,452,2003,F
232,judit,451,2003,F
233,martina,451,2003,F
234,berta,447,2003,F
235,erika,444,2003,F
236,noa,443,2003,F
237,helena,431,2003,F
238,noemi,427,2003,F
239,fatima,422,2003,F
240,desiree,415,2003,F
241,rebeca,405,2003,F
242,salma,404,2003,F
243,ane,385,2003,F
244,valeria,376,2003,F
245,zaira,376,2003,F
246,nora,362,2003,F
247,maria jose,361,2003,F
248,paloma,358,2003,F
249,tania,353,2003,F
250,elisa,332,2003,F
251,irati,330,2003,F
252,nadia,329,2003,F
253,diana,325,2003,F
254,gema,324,2003,F
255,susana,322,2003,F
256,saray,321,2003,F
257,alexia,319,2003,F
258,gabriela,319,2003,F
259,nayara,318,2003,F
260,pilar,318,2003,F
261,iria,317,2003,F
262,jimena,295,2003,F
263,estela,285,2003,F
264,amanda,282,2003,F
265,alba maria,274,2003,F
266,alexandra,272,2003,F
267,lydia,272,2003,F
268,luna,266,2003,F
269,lola,265,2003,F
270,iris,260,2003,F
271,jennifer,260,2003,F
272,elsa,258,2003,F
273,olga,253,2003,F
274,rosa,250,2003,F
275,naroa,249,2003,F
276,maria del mar,248,2003,F
277,almudena,243,2003,F
278,ruth,241,2003,F
279,inmaculada,240,2003,F
280,yolanda,240,2003,F
281,leyre,233,2003,F
282,manuela,231,2003,F
283,yasmina,230,2003,F
284,gloria,229,2003,F
285,maria isabel,229,2003,F
286,mariona,229,2003,F
287,ana isabel,227,2003,F
288,carmen maria,227,2003,F
289,gemma,224,2003,F
290,ana belen,220,2003,F
291,nahia,217,2003,F
292,barbara,215,2003,F
293,estefania,215,2003,F
294,jessica,215,2003,F
295,mireya,213,2003,F
296,virginia,211,2003,F
297,eva maria,210,2003,F
298,izaro,209,2003,F
299,neus,207,2003,F
300,uxia,206,2003,F
301,mercedes,201,2003,F
302,vanesa,201,2003,F
303,antia,199,2003,F
304,itziar,199,2003,F
305,soraya,195,2003,F
306,cecilia,194,2003,F
314,lucia,10370,2004,F
315,maria,7865,2004,F
316,paula,7147,2004,F
317,laura,5638,2004,F
318,marta,4583,2004,F
319,alba,4232,2004,F
320,andrea,4141,2004,F
321,claudia,3379,2004,F
322,sara,3189,2004,F
323,nerea,3118,2004,F
324,carla,2974,2004,F
325,ana,2918,2004,F
326,natalia,2536,2004,F
327,irene,2226,2004,F
328,marina,2217,2004,F
329,cristina,2213,2004,F
330,elena,2184,2004,F
331,carmen,2147,2004,F
332,julia,2088,2004,F
333,ainhoa,2026,2004,F
334,rocio,1701,2004,F
335,sofia,1695,2004,F
336,angela,1645,2004,F
337,nuria,1559,2004,F
338,alejandra,1514,2004,F
339,sandra,1310,2004,F
340,alicia,1250,2004,F
341,clara,1238,2004,F
342,patricia,1236,2004,F
343,celia,1235,2004,F
344,eva,1200,2004,F
345,ines,1196,2004,F
346,noelia,1196,2004,F
347,daniela,1185,2004,F
348,laia,1142,2004,F
349,raquel,1133,2004,F
350,silvia,1054,2004,F
351,isabel,1043,2004,F
352,lorena,1026,2004,F
353,miriam,978,2004,F
354,adriana,970,2004,F
355,blanca,944,2004,F
356,ariadna,930,2004,F
357,aitana,896,2004,F
358,aroa,890,2004,F
359,candela,855,2004,F
360,carolina,829,2004,F
361,beatriz,815,2004,F
362,carlota,802,2004,F
363,ainara,781,2004,F
364,victoria,741,2004,F
365,mireia,723,2004,F
366,anna,721,2004,F
367,lidia,721,2004,F
368,judith,678,2004,F
369,martina,671,2004,F
370,monica,660,2004,F
371,mar,658,2004,F
372,lara,648,2004,F
373,naiara,640,2004,F
374,erika,622,2004,F
375,ana maria,613,2004,F
376,aina,606,2004,F
377,emma,584,2004,F
378,yaiza,583,2004,F
379,paola,573,2004,F
380,esther,571,2004,F
381,leire,540,2004,F
382,helena,525,2004,F
383,sonia,495,2004,F
384,sheila,493,2004,F
385,berta,486,2004,F
386,rebeca,484,2004,F
387,gisela,474,2004,F
388,judit,471,2004,F
389,noa,455,2004,F
390,teresa,446,2004,F
391,fatima,436,2004,F
392,nora,427,2004,F
393,belen,422,2004,F
394,gabriela,420,2004,F
395,nayara,418,2004,F
396,veronica,418,2004,F
397,jimena,417,2004,F
398,lola,410,2004,F
399,desiree,399,2004,F
400,salma,396,2004,F
401,elsa,392,2004,F
402,valeria,392,2004,F
403,maria del carmen,390,2004,F
404,abril,386,2004,F
405,leyre,379,2004,F
406,estela,377,2004,F
407,noemi,377,2004,F
408,iria,369,2004,F
409,gema,364,2004,F
410,ane,360,2004,F
411,nadia,357,2004,F
412,irati,356,2004,F
413,luna,347,2004,F
414,saray,338,2004,F
415,maria jose,335,2004,F
416,diana,334,2004,F
417,zaira,334,2004,F
418,elisa,327,2004,F
419,tania,321,2004,F
420,lydia,320,2004,F
421,iris,316,2004,F
422,alexandra,295,2004,F
423,alexia,293,2004,F
424,naroa,290,2004,F
425,almudena,284,2004,F
426,pilar,280,2004,F
427,manuela,274,2004,F
428,paloma,274,2004,F
429,susana,274,2004,F
430,alba maria,269,2004,F
431,maria del mar,265,2004,F
432,ruth,263,2004,F
433,aya,262,2004,F
434,itziar,262,2004,F
435,olga,261,2004,F
436,amanda,260,2004,F
437,jana,254,2004,F
438,mariona,253,2004,F
439,africa,247,2004,F
440,uxia,247,2004,F
441,nahia,246,2004,F
442,soraya,245,2004,F
443,gemma,238,2004,F
444,inmaculada,238,2004,F
445,gloria,234,2004,F
446,mireya,230,2004,F
447,uxue,230,2004,F
448,rosa,226,2004,F
449,jessica,225,2004,F
450,june,220,2004,F
451,yolanda,220,2004,F
452,leticia,214,2004,F
453,antia,212,2004,F
454,mariam,212,2004,F
455,naia,212,2004,F
456,jennifer,211,2004,F
457,maria isabel,211,2004,F
458,izaro,207,2004,F
459,nazaret,206,2004,F
460,virginia,205,2004,F
461,estefania,202,2004,F
462,maialen,201,2004,F
463,yasmina,201,2004,F
464,ingrid,200,2004,F
465,ainoa,194,2004,F
466,neus,189,2004,F
467,lucia,10146,2005,F
468,maria,7784,2005,F
469,paula,6684,2005,F
470,laura,5276,2005,F
471,marta,4592,2005,F
472,alba,3976,2005,F
473,claudia,3907,2005,F
474,carla,3631,2005,F
475,andrea,3474,2005,F
476,sara,3343,2005,F
477,nerea,3040,2005,F
478,irene,2815,2005,F
479,ana,2701,2005,F
480,natalia,2591,2005,F
481,julia,2410,2005,F
482,elena,2271,2005,F
483,carmen,2253,2005,F
484,sofia,2221,2005,F
485,marina,2021,2005,F
486,cristina,1926,2005,F
487,ainhoa,1897,2005,F
488,rocio,1748,2005,F
489,daniela,1691,2005,F
490,angela,1678,2005,F
491,alejandra,1553,2005,F
492,aitana,1434,2005,F
493,nuria,1433,2005,F
494,sandra,1386,2005,F
495,ines,1287,2005,F
496,laia,1201,2005,F
497,alicia,1160,2005,F
498,candela,1153,2005,F
499,raquel,1129,2005,F
500,patricia,1123,2005,F
501,celia,1108,2005,F
502,adriana,1104,2005,F
503,eva,1096,2005,F
504,clara,1094,2005,F
505,ariadna,1049,2005,F
506,noelia,1041,2005,F
507,silvia,1002,2005,F
508,martina,950,2005,F
509,carlota,948,2005,F
510,carolina,947,2005,F
511,blanca,945,2005,F
512,isabel,944,2005,F
513,miriam,905,2005,F
514,lorena,834,2005,F
515,noa,827,2005,F
516,ainara,816,2005,F
517,beatriz,792,2005,F
518,aroa,760,2005,F
519,victoria,755,2005,F
520,lidia,754,2005,F
521,mireia,748,2005,F
522,emma,722,2005,F
523,mar,698,2005,F
524,naiara,686,2005,F
525,helena,656,2005,F
526,judith,650,2005,F
527,aina,603,2005,F
528,anna,603,2005,F
529,erika,602,2005,F
530,lara,587,2005,F
531,yaiza,578,2005,F
532,paola,560,2005,F
533,leire,557,2005,F
534,monica,552,2005,F
535,diana,549,2005,F
536,berta,547,2005,F
537,ana maria,537,2005,F
538,jimena,536,2005,F
539,nayara,525,2005,F
540,esther,523,2005,F
541,nora,514,2005,F
542,lola,510,2005,F
543,abril,493,2005,F
544,gabriela,473,2005,F
545,judit,473,2005,F
546,valeria,469,2005,F
547,tania,468,2005,F
548,elsa,466,2005,F
549,teresa,462,2005,F
550,rebeca,449,2005,F
551,belen,446,2005,F
552,gisela,446,2005,F
553,fatima,445,2005,F
554,luna,442,2005,F
555,salma,440,2005,F
556,sheila,438,2005,F
557,saray,436,2005,F
558,maria del carmen,407,2005,F
559,sonia,406,2005,F
560,yanira,397,2005,F
561,noemi,394,2005,F
562,nadia,386,2005,F
563,veronica,383,2005,F
564,iria,372,2005,F
565,irati,371,2005,F
566,africa,370,2005,F
567,lucia,9454,2006,F
568,maria,7702,2006,F
569,paula,6516,2006,F
570,laura,5144,2006,F
571,claudia,4756,2006,F
572,irene,4506,2006,F
573,marta,4359,2006,F
574,alba,4296,2006,F
575,sara,4150,2006,F
576,carla,3571,2006,F
577,andrea,3272,2006,F
578,nerea,2956,2006,F
579,julia,2648,2006,F
580,natalia,2612,2006,F
581,elena,2576,2006,F
582,ana,2566,2006,F
583,sofia,2554,2006,F
584,carmen,2360,2006,F
585,daniela,2313,2006,F
586,marina,1985,2006,F
587,cristina,1908,2006,F
588,ainhoa,1890,2006,F
589,aitana,1864,2006,F
590,rocio,1849,2006,F
591,angela,1836,2006,F
592,alejandra,1630,2006,F
593,ines,1626,2006,F
594,nuria,1467,2006,F
595,adriana,1381,2006,F
596,sandra,1369,2006,F
597,laia,1344,2006,F
598,candela,1336,2006,F
599,ariadna,1254,2006,F
600,martina,1223,2006,F
601,celia,1199,2006,F
602,alicia,1167,2006,F
603,clara,1157,2006,F
604,ainara,1140,2006,F
605,eva,1112,2006,F
606,noa,1106,2006,F
607,noelia,1078,2006,F
608,carlota,1074,2006,F
609,miriam,1051,2006,F
610,patricia,1047,2006,F
611,blanca,1040,2006,F
612,isabel,1019,2006,F
613,silvia,1010,2006,F
614,raquel,991,2006,F
615,lorena,969,2006,F
616,carolina,882,2006,F
617,jimena,845,2006,F
618,lidia,826,2006,F
619,aroa,812,2006,F
620,emma,807,2006,F
621,valeria,784,2006,F
622,helena,775,2006,F
623,victoria,768,2006,F
624,mar,756,2006,F
625,beatriz,740,2006,F
626,judith,725,2006,F
627,naiara,717,2006,F
628,mireia,682,2006,F
629,paola,679,2006,F
630,lola,653,2006,F
631,aina,642,2006,F
632,anna,640,2006,F
633,saray,639,2006,F
634,nayara,621,2006,F
635,erika,620,2006,F
636,lara,618,2006,F
637,leire,618,2006,F
638,nora,613,2006,F
639,ana maria,605,2006,F
640,berta,605,2006,F
641,luna,578,2006,F
642,gabriela,569,2006,F
643,esther,567,2006,F
644,yaiza,566,2006,F
645,elsa,564,2006,F
646,abril,561,2006,F
647,yanira,548,2006,F
648,monica,542,2006,F
649,salma,532,2006,F
650,diana,518,2006,F
651,africa,515,2006,F
652,tania,504,2006,F
653,iria,483,2006,F
654,sheila,471,2006,F
655,fatima,466,2006,F
656,leyre,465,2006,F
657,teresa,452,2006,F
658,aya,440,2006,F
659,nadia,437,2006,F
660,sonia,418,2006,F
661,jana,404,2006,F
662,rebeca,403,2006,F
663,maria del carmen,396,2006,F
664,soraya,395,2006,F
665,zaira,394,2006,F
666,gema,393,2006,F
667,lucia,8192,2007,F
668,maria,6927,2007,F
669,paula,6402,2007,F
670,sara,4606,2007,F
671,laura,4335,2007,F
672,claudia,4122,2007,F
673,irene,3959,2007,F
674,marta,3900,2007,F
675,alba,3883,2007,F
676,carla,3638,2007,F
677,andrea,2890,2007,F
678,julia,2624,2007,F
679,ana,2606,2007,F
680,sofia,2577,2007,F
681,nerea,2570,2007,F
682,daniela,2508,2007,F
683,natalia,2423,2007,F
684,carmen,2382,2007,F
685,elena,2281,2007,F
686,rocio,1865,2007,F
687,ainhoa,1843,2007,F
688,aitana,1799,2007,F
689,marina,1769,2007,F
690,ines,1745,2007,F
691,angela,1729,2007,F
692,cristina,1684,2007,F
693,martina,1639,2007,F
694,alejandra,1610,2007,F
695,adriana,1546,2007,F
696,noa,1521,2007,F
697,candela,1401,2007,F
698,nuria,1319,2007,F
699,ariadna,1250,2007,F
700,laia,1201,2007,F
701,celia,1182,2007,F
702,ainara,1159,2007,F
703,clara,1152,2007,F
704,sandra,1138,2007,F
705,carlota,1135,2007,F
706,blanca,1132,2007,F
707,alicia,1085,2007,F
708,eva,1037,2007,F
709,miriam,1017,2007,F
710,valeria,1015,2007,F
711,carolina,961,2007,F
712,emma,960,2007,F
713,isabel,951,2007,F
714,naiara,935,2007,F
715,noelia,931,2007,F
716,raquel,929,2007,F
717,silvia,918,2007,F
718,jimena,906,2007,F
719,lorena,902,2007,F
720,aroa,896,2007,F
721,erika,877,2007,F
722,patricia,873,2007,F
723,victoria,854,2007,F
724,mar,768,2007,F
725,lola,756,2007,F
726,paola,682,2007,F
727,leire,665,2007,F
728,jana,661,2007,F
729,nayara,659,2007,F
730,nora,654,2007,F
731,gabriela,648,2007,F
732,lidia,647,2007,F
733,aina,643,2007,F
734,lara,639,2007,F
735,helena,629,2007,F
736,sheila,614,2007,F
737,mireia,613,2007,F
738,anna,610,2007,F
739,judith,610,2007,F
740,berta,594,2007,F
741,saray,590,2007,F
742,elsa,565,2007,F
743,leyre,565,2007,F
744,yanira,564,2007,F
745,beatriz,558,2007,F
746,luna,543,2007,F
747,africa,541,2007,F
748,yaiza,524,2007,F
749,ana maria,521,2007,F
750,abril,519,2007,F
751,esther,516,2007,F
752,salma,512,2007,F
753,aya,509,2007,F
754,monica,492,2007,F
755,diana,466,2007,F
756,teresa,456,2007,F
757,iria,449,2007,F
758,fatima,442,2007,F
759,nadia,441,2007,F
760,uxue,426,2007,F
761,nahia,422,2007,F
762,rebeca,410,2007,F
763,alexandra,397,2007,F
764,manuela,387,2007,F
765,ane,372,2007,F
766,estela,368,2007,F
767,lucia,8013,2008,F
768,maria,6883,2008,F
769,paula,6806,2008,F
770,sara,4730,2008,F
771,carla,4271,2008,F
772,claudia,4095,2008,F
773,laura,4023,2008,F
774,marta,3927,2008,F
775,irene,3759,2008,F
776,alba,3706,2008,F
777,sofia,3246,2008,F
778,daniela,2953,2008,F
779,julia,2866,2008,F
780,andrea,2621,2008,F
781,ana,2503,2008,F
782,carmen,2450,2008,F
783,elena,2363,2008,F
784,nerea,2318,2008,F
785,natalia,2162,2008,F
786,martina,2122,2008,F
787,rocio,1936,2008,F
788,marina,1928,2008,F
789,aitana,1816,2008,F
790,alejandra,1783,2008,F
791,noa,1766,2008,F
792,ines,1759,2008,F
793,ainhoa,1757,2008,F
794,angela,1726,2008,F
795,adriana,1686,2008,F
796,cristina,1472,2008,F
797,celia,1403,2008,F
798,candela,1369,2008,F
799,laia,1341,2008,F
800,nuria,1306,2008,F
801,ainara,1289,2008,F
802,ariadna,1289,2008,F
803,carlota,1271,2008,F
804,emma,1250,2008,F
805,alicia,1235,2008,F
806,blanca,1209,2008,F
807,valeria,1168,2008,F
808,clara,1079,2008,F
809,eva,1073,2008,F
810,miriam,1071,2008,F
811,noelia,1051,2008,F
812,aroa,1025,2008,F
813,sandra,1025,2008,F
814,patricia,1023,2008,F
815,leire,1018,2008,F
816,carolina,1018,2008,F
817,isabel,964,2008,F
818,jimena,960,2008,F
819,erika,957,2008,F
820,victoria,952,2008,F
821,lola,948,2008,F
822,silvia,886,2008,F
823,naiara,872,2008,F
824,raquel,857,2008,F
825,nora,849,2008,F
826,lorena,792,2008,F
827,nayara,759,2008,F
828,paola,723,2008,F
829,aina,699,2008,F
830,leyre,691,2008,F
831,jana,673,2008,F
832,africa,671,2008,F
833,lara,670,2008,F
834,mireia,662,2008,F
835,salma,655,2008,F
836,anna,652,2008,F
837,mar,646,2008,F
838,gabriela,641,2008,F
839,berta,639,2008,F
840,abril,634,2008,F
841,elsa,624,2008,F
842,helena,609,2008,F
843,lidia,605,2008,F
844,aya,602,2008,F
845,ana maria,574,2008,F
846,sheila,562,2008,F
847,beatriz,555,2008,F
848,judith,548,2008,F
849,fatima,543,2008,F
850,yaiza,531,2008,F
851,esther,523,2008,F
852,diana,513,2008,F
853,luna,512,2008,F
854,teresa,482,2008,F
855,iria,473,2008,F
856,monica,472,2008,F
857,nadia,470,2008,F
858,saray,469,2008,F
859,sonia,456,2008,F
860,alexia,440,2008,F
861,nahia,433,2008,F
862,manuela,431,2008,F
863,noemi,429,2008,F
864,naia,422,2008,F
865,estela,418,2008,F
866,ane,395,2008,F
867,lucia,6847,2009,F
868,paula,6549,2009,F
869,maria,6113,2009,F
870,sara,4417,2009,F
871,daniela,4279,2009,F
872,carla,3976,2009,F
873,claudia,3711,2009,F
874,marta,3583,2009,F
875,irene,3545,2009,F
876,sofia,3449,2009,F
877,alba,3377,2009,F
878,laura,3263,2009,F
879,julia,2707,2009,F
880,carmen,2425,2009,F
881,martina,2353,2009,F
882,ana,2274,2009,F
883,aitana,2156,2009,F
884,elena,2137,2009,F
885,andrea,2107,2009,F
886,adriana,2056,2009,F
887,ainhoa,2034,2009,F
888,nerea,2012,2009,F
889,natalia,1787,2009,F
890,noa,1749,2009,F
891,alejandra,1687,2009,F
892,ariadna,1676,2009,F
893,rocio,1633,2009,F
894,ines,1613,2009,F
895,angela,1600,2009,F
896,marina,1580,2009,F
897,leire,1509,2009,F
898,laia,1375,2009,F
899,ainara,1283,2009,F
900,cristina,1279,2009,F
901,carlota,1264,2009,F
902,celia,1263,2009,F
903,candela,1252,2009,F
904,valeria,1198,2009,F
905,blanca,1185,2009,F
906,emma,1174,2009,F
907,clara,1124,2009,F
908,nuria,1120,2009,F
909,alicia,1111,2009,F
910,lola,1032,2009,F
911,jimena,990,2009,F
912,eva,981,2009,F
913,victoria,962,2009,F
914,leyre,945,2009,F
915,miriam,943,2009,F
916,aroa,940,2009,F
917,naiara,933,2009,F
918,carolina,925,2009,F
919,noelia,875,2009,F
920,nora,854,2009,F
921,sandra,820,2009,F
922,isabel,817,2009,F
923,silvia,799,2009,F
924,patricia,795,2009,F
925,raquel,751,2009,F
926,aya,717,2009,F
927,erika,716,2009,F
928,nayara,686,2009,F
929,mar,672,2009,F
930,gabriela,665,2009,F
931,lara,642,2009,F
932,aina,640,2009,F
933,elsa,635,2009,F
934,lorena,611,2009,F
935,mireia,592,2009,F
936,abril,590,2009,F
937,berta,583,2009,F
938,africa,573,2009,F
939,salma,568,2009,F
940,paola,564,2009,F
941,jana,559,2009,F
942,lidia,555,2009,F
943,anna,529,2009,F
944,beatriz,515,2009,F
945,malak,506,2009,F
946,diana,496,2009,F
947,gisela,490,2009,F
948,helena,484,2009,F
949,fatima,470,2009,F
950,iria,464,2009,F
951,yaiza,463,2009,F
952,luna,444,2009,F
953,naia,442,2009,F
954,nadia,435,2009,F
955,sheila,424,2009,F
956,judith,416,2009,F
957,manuela,415,2009,F
958,saray,415,2009,F
959,ana maria,414,2009,F
960,iris,411,2009,F
961,mara,406,2009,F
962,monica,406,2009,F
963,valentina,406,2009,F
964,esther,399,2009,F
965,nahia,392,2009,F
966,alexandra,370,2009,F
967,lucia,6624,2010,F
968,paula,5859,2010,F
969,maria,5767,2010,F
970,daniela,4680,2010,F
971,sara,4662,2010,F
972,carla,3711,2010,F
973,claudia,3635,2010,F
974,sofia,3528,2010,F
975,alba,3440,2010,F
976,irene,3318,2010,F
977,marta,3205,2010,F
978,laura,3157,2010,F
979,julia,2985,2010,F
980,martina,2877,2010,F
981,carmen,2390,2010,F
982,adriana,2344,2010,F
983,aitana,2190,2010,F
984,elena,2169,2010,F
985,ana,2140,2010,F
986,noa,2030,2010,F
987,nerea,1906,2010,F
988,alejandra,1805,2010,F
989,ainhoa,1780,2010,F
990,andrea,1738,2010,F
991,natalia,1659,2010,F
992,ines,1645,2010,F
993,marina,1544,2010,F
994,ariadna,1522,2010,F
995,rocio,1498,2010,F
996,angela,1470,2010,F
997,leire,1374,2010,F
998,valeria,1340,2010,F
999,laia,1299,2010,F
1000,ainara,1297,2010,F
1001,emma,1257,2010,F
1002,celia,1232,2010,F
1003,candela,1219,2010,F
1004,blanca,1213,2010,F
1005,carlota,1212,2010,F
1006,lola,1163,2010,F
1007,alicia,1148,2010,F
1008,jimena,1147,2010,F
1009,cristina,1138,2010,F
1010,nora,1078,2010,F
1011,nuria,1021,2010,F
1012,clara,1004,2010,F
1013,aroa,966,2010,F
1014,eva,965,2010,F
1015,carolina,919,2010,F
1016,victoria,908,2010,F
1017,leyre,905,2010,F
1018,noelia,837,2010,F
1019,naiara,792,2010,F
1020,miriam,792,2010,F
1021,isabel,792,2010,F
1022,sandra,739,2010,F
1023,aina,734,2010,F
1024,aya,696,2010,F
1025,lara,685,2010,F
1026,patricia,682,2010,F
1027,silvia,671,2010,F
1028,malak,671,2010,F
1029,erika,670,2010,F
1030,gabriela,668,2010,F
1031,africa,655,2010,F
1032,nayara,644,2010,F
1033,mar,618,2010,F
1034,abril,618,2010,F
1035,berta,606,2010,F
1036,elsa,585,2010,F
1037,raquel,565,2010,F
1038,helena,564,2010,F
1039,paola,563,2010,F
1040,mireia,537,2010,F
1041,salma,535,2010,F
1042,olivia,514,2010,F
1043,vega,505,2010,F
1044,lidia,503,2010,F
1045,naia,498,2010,F
1046,alma,493,2010,F
1047,iria,488,2010,F
1048,lorena,485,2010,F
1049,anna,483,2010,F
1050,diana,463,2010,F
1051,jana,461,2010,F
1052,luna,460,2010,F
1053,fatima,457,2010,F
1054,beatriz,450,2010,F
1055,saray,445,2010,F
1056,yaiza,440,2010,F
1057,manuela,417,2010,F
1058,valentina,413,2010,F
1059,mara,409,2010,F
1060,alexia,404,2010,F
1061,esther,399,2010,F
1062,nadia,390,2010,F
1063,iris,386,2010,F
1064,alexandra,385,2010,F
1065,ana maria,383,2010,F
1066,teresa,375,2010,F
1067,monica,375,2010,F
1068,lucia,6143,2011,F
1069,paula,5462,2011,F
1070,maria,5339,2011,F
1071,sara,4345,2011,F
1072,daniela,4270,2011,F
1073,carla,3937,2011,F
1074,sofia,3445,2011,F
1075,alba,3329,2011,F
1076,claudia,3323,2011,F
1077,martina,3315,2011,F
1078,julia,3101,2011,F
